a2-action-kernels-are-recursive		
a2-boone-higman-via-rs-two-graph-full-groups		
bffhz-q33-is-normal-finite-generation-of-mixed-identities	**ESTABLISHED** by `bffhz-q33-mixed-identities-proof` (lane proof, elementary, not	
bffhz-q33-mixed-identities-proof		
bg-in-isometric-brick-hosts-needs-unbounded-exponents	**ESTABLISHED** (lane proof, elementary; no novelty claimed). Reviewed: gq-referee-a PASS,	 | 5d3e18e0b; nits N1 and N2 applied below), and gq-referee-b PASS, citation lens
bh-class-decidable-amalgams-from-free-products-and-hnn	**ESTABLISHED** by `bh-class-decidable-amalgams-proof`	
bh-class-decidable-amalgams-proof		
bh-class-finite-extensions-reduce-to-finite-simple-wreaths	**ESTABLISHED** by `bh-class-finite-extensions-wreath-proof`	
bh-class-finite-extensions-wreath-proof		
bh-class-free-products-iff-joint-embedding-and-free-z	**ESTABLISHED** by `bh-class-free-products-iff-joint-embedding-proof`	
bh-class-free-products-iff-joint-embedding-proof		
bh-embeddability-survives-decidable-edge-hnn		
bh-embeddability-survives-magnus-subgroup-hnn		
bh-separators-must-omit-nested-decidable-hosts	**ESTABLISHED** (lane proof, elementary; inputs cited below). §§1–3: gq-referee-a PASS	 | 90752e2d8), nits N1–N3 applied. gq-referee-b PASS (citations,
bhm-corollary-hosts-over-v-are-cover-centralizer-groups	**ESTABLISHED** (lane proof, bh-free-08, 2026-09-18; items (a)–(c) are elementary and complete, item (d) is a proof sketch; not reviewed; no priorit	
bhm-singfix-finiteness-holds-for-type-fp-n	**ESTABLISHED** (lane proof, bh-free-08, 2026-09-18; a check of the published argument; not reviewed; no novelty claimed).	
bieri-strebel-line-rigidity-proof		
binary-leavitt-elementary-groups-have-trivial-core-endomorphisms	**ESTABLISHED** by `binary-leavitt-trivial-core-endomorphism-proof` (lane proof, elementary	
binary-leavitt-trivial-core-endomorphism-proof		
binary-self-similar-completions-over-free-bases-have-zero-kh	**ESTABLISHED** (lane proof, not reviewed; no priority claimed). It rests on the import	
bishop-schesler-branch-groups-are-annular-hosts-over-v	**ESTABLISHED** (lane proof, elementary; not reviewed; no priority claimed). Source: Bishop–Schesler,	
bishop-schesler-branch-hosts-act-on-no-regular-rooted-tree	**ESTABLISHED** (lane proof, elementary; not reviewed; no priority claimed).	
block-power-germ-schedules-with-fp-germ-group-are-exponential	**ESTABLISHED** (lane proof, elementary plus the Bieri–Strebel splitting theorem; not independently	
boolean-inverse-monoid-finite-presentation-is-finite-type-proof		
boolean-inverse-monoid-finite-presentation-is-finite-type		
boone-higman-closed-under-finite-direct-products	- **BFFHZ** (arXiv:2503.21882v2): "PBH is stable under commensurability and direct	
boone-higman-iff-fp-just-infinite-hosts	**ESTABLISHED** through `boone-higman-iff-fp-just-infinite-hosts-proof`.	
boone-higman-iff-simple-kazhdan-decidable-inputs	**ESTABLISHED** through `boone-higman-iff-simple-kazhdan-decidable-inputs-proof`.	
boone-higman-is-equality-of-two-sigma-3-index-sets-proof		
boone-higman-is-equality-of-two-sigma-3-index-sets	**ESTABLISHED** (lane proof, not reviewed; route	
boone-higman-uniform-in-word-problem-algorithms		
boone-higman-via-genuine-action-shell-envelopes		
boone-higman-via-germ-steinberg-algebra-presentation		
boone-higman-via-houghton-like-shift-envelopes		 |    `FSym`, and its maps `psi_j` are onto by MZ Lemma 3.19 (PASS, 25b091cb0).
boone-higman-via-leavitt-units-of-rigid-topologically-free-sfts	**OPEN**, through (E′) and (K′). Steps 2, 5 and 6 are established (unreviewed; step 5 conditional on	
boone-higman-via-stabilizer-engines		
boundary-orbit-wreaths-over-tree-groups-are-not-fp	**ESTABLISHED** by the proof below (lane bh-free-25, 2026-09-18; elementary, not	
bounded-automaton-groups-embed-in-fp-automaton-groups		
bounded-determination-simulations-only-realize-sft-shadows		
bounded-last-section-ascending-hnns-bh-proof		
bounded-last-section-ascending-hnns-satisfy-boone-higman	**ESTABLISHED** (lane proof, `bounded-last-section-ascending-hnns-bh-proof`; elementary; not	
bounded-orbit-subgroups-have-infinitely-many-double-cosets	**ESTABLISHED** (lane proof, elementary, inline below; not reviewed; no priority	
braid-group-qi-embedding-via-handle-capping-proof		
braid-groups-in-2v-via-pure-braid-raag-embedding		
braid-groups-quasi-isometrically-embed-in-fp-simple-groups	**ESTABLISHED** through `braid-group-qi-embedding-via-handle-capping-proof`. This is a lane proof, not	
braid-groups-virtually-embed-in-brin-thompson-2v		
branch-group-embeddings-in-v-are-boundary-sandwiched	**ESTABLISHED** by `branch-group-embeddings-in-v-boundary-sandwich-proof`. This is a lane proof, not independently reviewed, with no priority claimed.	
branch-group-embeddings-in-v-boundary-sandwich-proof		
branch-host-v-recoding-proof		
branch-host-v-recodings-need-recurrent-residual-chains	**ESTABLISHED** by `branch-host-v-recoding-proof` (lane proof, elementary given the two annular	
brick-diagonal-ascending-hnn-embedding-proof		
brick-diagonal-ascending-hnns-embed-in-brin-thompson-groups	**ESTABLISHED** through `brick-diagonal-ascending-hnn-embedding-proof`. Elementary lane proof	
brick-diagonal-power-conjugacy-forces-zero-drift	**ESTABLISHED** through `brick-diagonal-power-conjugacy-zero-drift-proof`. Elementary lane proof	
brick-diagonal-power-conjugacy-zero-drift-proof		
brin-thompson-2v-is-torsion-locally-finite		
brin-thompson-aperiodic-elements-have-logarithmic-movement	**ESTABLISHED** (lane proof, elementary, not independently reviewed; no priority	
brin-thompson-groups-contain-full-groups-of-their-elements	**ESTABLISHED** (lane proof below, elementary; not independently reviewed; no novelty claimed).	
brin-thompson-groups-contain-infinite-periodic-groups		
brin-thompson-torsion-has-clopen-fixed-sets-proof		
brin-thompson-torsion-has-clopen-fixed-sets	**ESTABLISHED** by `brin-thompson-torsion-has-clopen-fixed-sets-proof` (lane proof, bh-free-01,	
bs-1-m-embeds-in-brin-thompson-3v-for-odd-m	**ESTABLISHED** (lane bh-free-18, lane proof, not reviewed) through	 | - bh-refute hand-verified the chain: PASS (`research/artifacts/gq-bh-bh-refute-verify-bs1m-in-3v.md`,
bs-1-m-in-3v-via-odd-smart-renormalization		
bs-1-minus-m-embeds-in-brin-thompson-3v-for-odd-m	**ESTABLISHED** (lane bh-free-18, lane proof, not reviewed). No priority claimed: the bounded arXiv	
bs-chain-configurations-exist-in-finite-germ-extensions-of-v	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed).	
bs-class-faithful-member-type-a-proof		
bs-class-with-faithful-member-lies-in-type-a-class	**ESTABLISHED** through `bs-class-faithful-member-type-a-proof` (lane proof, a	 | reading of a literature proof; referee a PASS, `research/artifacts/gq-referee-a-bs-class-faithful-member-and-c
bs-classes-over-virtually-quotient-free-groups-have-big-kernels	**ESTABLISHED** through `bs-quotient-free-big-kernel-proof` (lane proof,	 | elementary; referee a PASS, | referee b PASS, `research/artifacts/gq-referee-b-commensurator-rigid-bs-and-symmetric-space-tree.md`;
bs-conjugator-invariant-compactum-proof		
bs-conjugators-of-wandering-maps-have-invariant-compacta	**ESTABLISHED** by `bs-conjugator-invariant-compactum-proof` (lane proof, elementary;	
bs-quotient-free-big-kernel-proof		
bs-quotients-keeping-a-commutator-have-a-commensurated-core	**ESTABLISHED** (lane proof below, elementary, not reviewed; no priority claimed).	
bs-quotients-keeping-a-commutator-need-distortion	**ESTABLISHED** (lane proof below, elementary modulo the cited undistortion theorems, not	
bs12-base-generator-centralizer-proof		
bs12-base-generator-is-a-centralizer-in-b-a	**ESTABLISHED** by `bs12-base-generator-centralizer-proof` (lane proof, not reviewed; no	
busemann-transplants-give-free-sfts-on-building-lattices		
busemann-transplants-of-rigid-z2-sfts-are-quantum-rigid	**OPEN** (posed by bh-invent-04, 2026-09-18). Setting and notation as in	
c-tilde-artin-groups-satisfy-permutational-boone-higman		 | **Verification (bh-verify-artin, 2026-09-18; lane check, not an external review).** PASS. It is independent of
cantor-cover-germ-extension-of-v-is-fp-simple	**ESTABLISHED** (lane proof, bh-free-08, 2026-09-18; not reviewed; no priority claimed.	
cat0-groups-on-hyperbolic-plane-times-tree-lie-in-type-a-class	**ESTABLISHED** through `cat0-hyperbolic-plane-tree-type-a-proof` (lane proof; referee a PASS,	 | `research/artifacts/gq-referee-a-arithmetic-lie-lattices-and-hyperbolic-plane-tree.md`; referee b PASS,
cat0-groups-on-symmetric-space-times-tree-lie-in-type-a-class	**ESTABLISHED** through `cat0-symmetric-space-tree-type-a-proof` (lane proof;	 | referee a PASS, | `research/artifacts/gq-referee-a-commensurator-rigid-bs-products-and-cat0-symmetric-tree.md`; referee b PASS,
cat0-groups-satisfy-boone-higman		
cat0-groups-with-a-tree-factor-lie-in-type-a-class	**ESTABLISHED** through `cat0-tree-factor-type-a-proof` (lane proof; referee a	 | PASS, `research/artifacts/gq-referee-a-bs-class-faithful-member-and-cat0-tree-factor.md`; referee b PASS,
cat0-hyperbolic-plane-tree-type-a-proof		
cat0-symmetric-space-tree-type-a-proof		
cat0-tree-factor-type-a-proof		
central-extension-shear-lift-into-rational-projective-groups	**ESTABLISHED** (lane proof, elementary, not reviewed). No priority claimed.	
central-extension-untwisting-over-boundaries	**ESTABLISHED** (lane proof, elementary; not independently reviewed). This is	
central-extension-untwisting-proof		
central-extensions-of-thompson-f-contain-f-proof		
central-extensions-of-thompson-f-contain-f	**ESTABLISHED** through `central-extensions-of-thompson-f-contain-f-proof` (lane bh-free-24,	
central-kazhdan-residual-separator-for-boone-higman	**ESTABLISHED** (lane proof, elementary from the cited nodes; no priority claimed). The separating side is the OPEN node `fp-simple-group-with-kazhdan	
centralizer-amalgams-are-free-permutational-wreaths	**ESTABLISHED** by `centralizer-amalgams-free-wreath-proof` (lane proof, elementary,	
centralizer-amalgams-embed-in-relative-holomorphs	**ESTABLISHED** by `centralizer-amalgams-relative-holomorph-proof` (lane proof,	
centralizer-amalgams-free-wreath-proof		
centralizer-amalgams-relative-holomorph-proof		
centralizer-realizable-subgroups-are-pullback-closed-proof		
centralizer-realizable-subgroups-are-pullback-closed	**ESTABLISHED** by `centralizer-realizable-subgroups-are-pullback-closed-proof` (lane proof,	
chamber-fixing-building-lattice-elements-translate-horospheres	**ESTABLISHED** by the proof below (lane bh-invent-04, 2026-09-18; elementary; not reviewed; no	
char-p-linear-groups-satisfy-permutational-boone-higman		 | independently reviewed.~~ *Reviewed:* the route and all three new nodes PASS in
char-p-rational-function-field-in-fp-simple-algebra-proof		
char-p-rational-function-field-in-fp-simple-algebra	**ESTABLISHED** through `char-p-rational-function-field-in-fp-simple-algebra-proof`	
char-p-rational-function-fields-in-fp-simple-algebras-proof		
char-p-rational-function-fields-in-fp-simple-algebras	**ESTABLISHED** through `char-p-rational-function-fields-in-fp-simple-algebras-proof` (lane proof,	
char-zero-linear-groups-satisfy-permutational-boone-higman		
circle-and-tree-product-periodic-subgroups-are-finite	**ESTABLISHED** (lane proof, elementary; the three inputs are classical and were	
circle-pl-groups-act-with-type-a-on-breakpoint-orbits	**ESTABLISHED** (lane proof, elementary, not reviewed; no novelty claimed. The mechanism is the classical one for Thompson's `T` on dyadic points.)	
circulant-graph-wreath-products-embed-in-dv-f-proof		
circulant-graph-wreath-products-satisfy-boone-higman	**ESTABLISHED** (lane proof, not reviewed; route `circulant-graph-wreath-products-embed-in-dv-f-proof`): every such `G_U` embeds in the one finitely p	
ck-envelope-has-a-finitely-normally-generated-maximal-kernel		
ck-envelope-simple-core-has-finite-bi-index		
ck-hole-holds-for-perfect-binary-leavitt-unit-subgroups	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed).	
ck-sandwich-ring-has-fp-projective-simple-quotient		
ck-sandwich-ring-has-infinite-ascending-ideal-chains-proof		
ck-sandwich-ring-has-infinite-ascending-ideal-chains	**ESTABLISHED** through `ck-sandwich-ring-has-infinite-ascending-ideal-chains-proof`.	
class-transposition-presentation-has-central-kernel	**ESTABLISHED** (lane proof, elementary, not reviewed; no cited theorem; no priority claimed).	
class-transposition-relations-present-ct-p-z		
class-two-aut-out-obstruction-on-commuting-pairs	**ESTABLISHED** (lane proof below, elementary, not reviewed; no novelty claimed).	
classical-small-cancellation-complexity-realization-proof		
closed-hyperbolic-surface-groups-embed-in-thompson-v		
closed-mcg-bh-via-edge-split-operad		
closed-mcg-bh-via-full-cantor-host		
closed-mcg-bh-via-rational-projective-full-group		
closed-mcg-cantor-host-via-train-track-traces		
closed-mcg-embeds-in-rational-projective-full-group	**ESTABLISHED** by `closed-mcg-rational-projective-full-group-proof` (lane	
closed-mcg-in-nv-forces-braid-groups-in-nv	**ESTABLISHED** (lane proof, elementary; not independently reviewed; no priority	
closed-mcg-rational-projective-full-group-proof		
closed-mcg-self-similarity-exotic-endomorphism-proof		
closed-mcg-self-similarity-needs-exotic-virtual-endomorphisms	**ESTABLISHED** (lane proof, not reviewed; no priority claimed). Proof:	
closed-mcg-virtually-embeds-in-fp-full-cantor-group		
closed-surface-mapping-class-groups-satisfy-boone-higman		
cmsz-rs-two-graphs-of-orders-two-and-three-are-primitive	**ESTABLISHED** (lane computation plus lane proof, bh-groupoid 2026-09-18; not	
coarse-embeddability-separates-boone-higman	**ESTABLISHED** (lane proof, short; inputs cited). gq-referee-a PASS (proof gaps,	 | `research/artifacts/gq-referee-a-decidable-expanders-and-ce-separator.md`, 3ef678ef5); gq-referee-b PASS
cocompact-fuchsian-groups-embed-in-v-all-or-none	**ESTABLISHED** by `cocompact-fuchsian-groups-v-all-or-none-proof` (lane proof,	
cocompact-fuchsian-groups-v-all-or-none-proof		
cocompact-tree-product-lattices-lie-in-type-a-class	**ESTABLISHED** through `tree-lattice-with-torsion-via-zappa-szep-kgraphs` (lane	
commensurator-finite-no-faithful-bs-proof		
commensurator-rigid-bs-classes-are-virtual-products	**ESTABLISHED** through `commensurator-rigid-bs-products-proof` (lane proof,	 | elementary given `commensurator-rigid-groups-have-no-faithful-bs-members`; referee a PASS, | `research/artifacts/gq-referee-a-commensurator-rigid-bs-products-and-cat0-symmetric-tree.md`; referee b PASS,
commensurator-rigid-bs-products-proof		
commensurator-rigid-groups-have-no-faithful-bs-members	**ESTABLISHED** by `commensurator-rigid-no-faithful-bs-member-proof` (lane proof,	
commensurator-rigid-groups-lack-faithful-bs-members	**ESTABLISHED** through `commensurator-finite-no-faithful-bs-proof` (lane proof;	 | referee a PASS, | `research/artifacts/gq-referee-a-hecke-products-and-commensurator-rigidity.md`; referee b PASS,
commensurator-rigid-no-faithful-bs-member-proof		
common-decidable-hosts-iff-uniform-word-problem-proof		
common-decidable-hosts-iff-uniform-word-problem	**ESTABLISHED** (lane proof, not reviewed; route	
commonly-fixed-letters-compress-to-faithful-actions-proof		
commonly-fixed-letters-compress-to-faithful-actions	**ESTABLISHED** by `commonly-fixed-letters-compress-to-faithful-actions-proof` (lane proof, elementary; no priority claimed). Referee a (proof gaps) P	
commutative-cube-degree-maps-force-tree-products	**ESTABLISHED** (lane proof, elementary; uses only standard facts on CAT(0) cube	
commuting-translations-sharing-an-inflow-ray-are-not-realizable	**ESTABLISHED** (lane proof, elementary, not reviewed; no novelty claimed). Cornulier (arXiv:1901.05065,	
compact-skew-products-cannot-carry-divisible-fiber-subgroups	**ESTABLISHED** (lane `bh-solvable`, lane proof, elementary; not independently reviewed).	
compiled-bs-stable-letters-are-never-rediagonalized	**ESTABLISHED** through `compiled-bs-stable-letters-never-rediagonalized-proof`. Elementary lane	
compiled-bs-stable-letters-never-rediagonalized-proof		
complete-artin-atoms-are-invisible-to-artin-combinatorics	**ESTABLISHED** (lane proof, elementary, in the body; not independently reviewed). A negative, method-level statement; no priority is claimed.	
