# GENERATED by scripts/sentence_census.py -- do not edit.
# Edit metadata/NON_MF_SENTENCE_MAP.tsv and regenerate.
key	line	section	env	label	status	decls	sentence
ae53c21cbc25	259	Property~\textup{(T)	proof	lem:linear	ledger	WI.07 WI.08	This proves the last assertion.
fc5d7cfa220a	269	Property~\textup{(T)		lem:linear	ledger	WI.09	Form the direct limit $T=\varinjlim(\bar\Gamma,\bar\alpha)$ and let $\tau$ denote its shift automorphism.
03fff41da67b	269	Property~\textup{(T)		lem:linear	ledger	WI.09	Set $\Sigma=T\rtimes\mathbb Z$.
efc1071fe668	269	Property~\textup{(T)		lem:linear	structural	-	This is the group $G$ used in Theorem~\ref{paper-thm:kazhdan-clifford} for the data \eqref{paper-eq:affine-data}.
e9c372b43306	269	Property~\textup{(T)		lem:linear	ledger	WI.09	Let $j\colon\bar\Gamma\hookrightarrow\Sigma$ be the level-zero map.
56b792c53616	269	Property~\textup{(T)		lem:linear	ledger	WI.09	Put $X=\Sigma/j(\bar\Gamma)$, with base point $o=j(\bar\Gamma)$.
19f590f78a75	269	Property~\textup{(T)		lem:linear	ledger	WI.10	Since $D^{-1}\bar v_1D\notin\bar\Gamma$ (Lemma~\ref{lem:linear}), we have $\tau o\ne j(\bar v_1)\tau o$, and the Clifford generators at these two points anticommute.
1a168e6eb3a8	280	Property~\textup{(T)	proposition	prop:witness	formalized	GroupApproximation.LiteralNonMFLinearWitness.literal_mark_ne_one	$w\neq1$ in $E$.
4408598d1e34	285	Property~\textup{(T)	proof	prop:witness	ledger	WI.12	Form $W:=\Cl(X)\rtimes\Sigma$ as in Construction~\ref{paper-con:clifford}.
6a0c67b5c6ad	285	Property~\textup{(T)	proof	prop:witness	ledger	WI.12	Define a map on the generators of \eqref{eq:E} by
f3738b878e7a	294	Property~\textup{(T)	proof	prop:witness	ledger	WI.13	Lemma~\ref{lem:linear} gives the twenty base and six stable-letter relations.
f78eeb4eea6c	294	Property~\textup{(T)	proof	prop:witness	ledger	WI.13	The level-zero subgroup fixes $o$, so $c_o$ commutes with every base generator, and $c_o^2=1$.
8c49fecbebce	294	Property~\textup{(T)	proof	prop:witness	ledger	WI.14	Under this assignment,
46448298f8aa	302	Property~\textup{(T)	proof	prop:witness	ledger	WI.14 WI.15	and the two points are distinct by Lemma~\ref{lem:linear}, so
e15043385372	306	Property~\textup{(T)	proof	prop:witness	ledger	WI.16	Since $\zeta$ is central in $W$, the remaining relations $[w,g]=1$ for $g\in\{v_1,v_2,v_3,x,y,z,t,c\}$ are also satisfied. Hence the assignment extends to a group homomorphism $E\to W$ sending $w$ to $\zeta\neq1$, and therefore $w\neq1$ in $E$.
bd55ae192b74	314	The presentation-level obstruction			attribution	-	Korchagin's local microstate criterion for finitely presented groups \cite[Proposition~8]{Korchagin} is the corresponding positive result.
47d7b61bb0d4	314	The presentation-level obstruction			structural	-	For the non-MF presentation here, the same viewpoint gives the following finite obstruction.
96138f8153d4	319	The presentation-level obstruction			ledger	TA.02b	Since $E$ is finitely presented, the forty-one relators of \eqref{eq:E} serve as the test set, and the hypothesis becomes a condition on an eight-tuple of unitaries.
6ea64d5a2904	325	The presentation-level obstruction	corollary	cor:relator-uniform	formalized	GroupApproximation.LiteralRelatorObstruction.literal_relator_uniform_obstruction	There is a $\delta>0$ with the following property.
2ead5209069b	325	The presentation-level obstruction	corollary	cor:relator-uniform	formalized	GroupApproximation.LiteralRelatorObstruction.literal_relator_uniform_obstruction	For every $d\ge1$ and every eight-tuple $V_1,\dots,V_8\in\U(d)$, if
92b088c0356f	331	The presentation-level obstruction	corollary	cor:relator-uniform	formalized	GroupApproximation.LiteralRelatorObstruction.literal_relator_uniform_obstruction	then $\opnorm{w(V_1,\dots,V_8)-1}<1$.
ab74d1e562cf	336	The presentation-level obstruction	proof	cor:relator-uniform	ledger	TA.02b	If no such $\delta$ exists, then for every $n$ there are a dimension $d_n$ and a tuple $V^{(n)}$ satisfying every relator to within $1/n$ and with $\opnorm{w(V^{(n)})-1}\ge1$.
71c1ea7b768a	336	The presentation-level obstruction	proof	cor:relator-uniform	ledger	TA.02b	Each tuple defines a homomorphism $\varphi_n\colon F_8\to\U(d_n)$, since $F_8$ is free, and by Lemma~\ref{paper-lem:unitarycorona} the classes define a homomorphism $\Phi\colon F_8\to\U(\mathcal Q((d_n)))$.
2f5a91a791a4	336	The presentation-level obstruction	proof	cor:relator-uniform	ledger	TA.02b	Each of the forty-one relators lies in $\ker\Phi$, its images converging to $1$ in operator norm, so $\Phi$ factors as $\Theta\circ\pi$ through the quotient map $\pi\colon F_8\to E$.
388027a00139	336	The presentation-level obstruction	proof	cor:relator-uniform	ledger	TA.02b	Theorem~\ref{paper-thm:A} gives $\Theta(w)=1$, that is $\opnorm{w(V^{(n)})-1}\to0$, contradicting the lower bound $1$.
f9cf02648e05	348	The presentation-level obstruction		cor:relator-uniform	ledger	TA.02b	The compactness proof is ineffective.
84378b572b2d	348	The presentation-level obstruction		cor:relator-uniform	ledger	TA.02b	An explicit value of $\delta$ and an explicit test set $F_0$ would require an effective Kazhdan constant for the base and effective compression estimates.
568cfd9974e7	355	Consequences of the example		sec:position	definition	GroupApproximation.commutator_conjugate_eq_commutator_sq_of_sq_eq_one	Throughout, $\hat c=tct^{-1}$ and $u=[\hat c,\iota(v_1)]$, so that $w=u^2$.
5227eba26ca1	355	Consequences of the example		sec:position	definition	GroupApproximation.ManuscriptExactWrappers.manuscriptMFRadical	For a countable group $G$, write $\operatorname{Res}_{\mathrm{MF}}(G)$ for its \emph{MF residual}: the intersection of the kernels of all its homomorphisms to $\U(\mathcal Q)$ (Definition~\ref{def:radical}).
bb148da2bd31	355	Consequences of the example		sec:position	formalized	GroupApproximation.ManuscriptExactWrappers.manuscriptUniversalMFQuotient GroupApproximation.LiteralNonMFEndpoint.manuscriptTheoremA	Proposition~\ref{prop:univquot} shows that $G$ is MF exactly when this subgroup is trivial. By Theorem~\ref{paper-thm:A}, $1\ne w\in\operatorname{Res}_{\mathrm{MF}}(E)$.
ee8b48d38ea8	366	The quotient by the central involution	mainthm	thm:signfree	formalized	GroupApproximation.LiteralSignFreeQuotient.signFree_collapse GroupApproximation.LiteralSignFreeQuotient.signFreeQuotient_not_isCDEOperatorMF GroupApproximation.LiteralSignFreeQuotient.commutator_not_zpow_mark	The quotient $E/\langle w\rangle$ is not MF\@.
c386838e199c	366	The quotient by the central involution	mainthm	thm:signfree	formalized	GroupApproximation.LiteralSignFreeQuotient.signFree_collapse GroupApproximation.LiteralSignFreeQuotient.signFreeQuotient_not_isCDEOperatorMF GroupApproximation.LiteralSignFreeQuotient.commutator_not_zpow_mark	The image of $[\iota(v_1),\hat c]=u^{-1}$ is nontrivial in $E/\langle w\rangle$ and lies in $\operatorname{Res}_{\mathrm{MF}}(E/\langle w\rangle)$; consequently $\{1,w\}$ is a proper subgroup of $\operatorname{Res}_{\mathrm{MF}}(E)$.
0d72d16e1fa7	376	The quotient by the central involution		thm:signfree	structural	-	The MF residuals of $E$ and $E/\langle w\rangle$ are computed exactly in Section~\ref{sec:exact-residual}.
7a49c6ab7f26	380	The quotient by the central involution		thm:signfree	ledger	PA.16	Theorem~\ref{thm:collapse} states that if an involution commutes with the conjugate copy of a Kazhdan subgroup and its conjugates under the original subgroup commute pairwise, then every homomorphism to $\U(\mathcal Q)$ maps all of those conjugates to the same element.
827c1d1dbad7	380	The quotient by the central involution		thm:signfree	ledger	PA.16	In $E$ the pairwise commutators of those conjugates of $\hat c$ lie in $\langle w\rangle$, so in $E/\langle w\rangle$ the element $\hat c$ satisfies these hypotheses, and every homomorphism $E/\langle w\rangle\to\U(\mathcal Q)$ maps $u$ to $1$.
f063503877d3	380	The quotient by the central involution		thm:signfree	ledger	PA.16	Thus $E/\langle w\rangle$ is a second finitely presented non-MF group.
fc7bbc6450e9	391	A stably finite non-MF group algebra			ledger	RE.01	Every MF algebra is stably finite \cite{BK}; the converse fails.
84698413297f	391	A stably finite non-MF group algebra			ledger	RE.02	The canonical trace on $\Cred(E)$ is faithful, so $\Cred(E)$ is stably finite (Lemma~\ref{lem:faithfultrace}).
dc6939a81676	391	A stably finite non-MF group algebra			ledger	RE.03	Abstract examples follow from the failure of the Connes embedding problem \cite{FGH}; the reduced algebra of the finitely presented group $E$ is an explicit one (Theorem~\ref{thm:reduced}).
1f0bf6ab6aad	391	A stably finite non-MF group algebra			open	-	For $\Cred(\SL_3(\mathbb Z))$ and $\Cred(\SL_4(\mathbb Z))$ the MF property is undecided; only the stronger PMF property is known to fail, for $\SL_4(\mathbb Z)$ \cite{MdlS}.
942e85e1ef73	402	A stably finite non-MF group algebra	mainthm	thm:reduced	formalized	GroupApproximation.LiteralNonMFEndpoint.manuscriptTheoremD	The algebra $\Cred(E)$ is unital and separable, has a faithful tracial state, and is therefore stably finite, but it is not an MF algebra.
2a1a6b1354b3	409	A stably finite non-MF group algebra	proof	thm:reduced	ledger	RE.03	$\Cred(E)$ is unital and separable because $E$ is countable, and by Lemma~\ref{lem:faithfultrace} the canonical trace is faithful and the algebra is therefore stably finite.
9ff4994f4b0b	409	A stably finite non-MF group algebra	proof	thm:reduced	ledger	RE.03	It is not an MF algebra by Theorem~\ref{paper-thm:A}.
b70cb3892c8f	415	A stably finite non-MF group algebra		thm:reduced	ledger	SO.16	The block normal form of Section~\ref{sec:algebras-sofic} shows in addition that $E$, and hence $\Cred(E)$, is exact.
eb6acad79874	415	A stably finite non-MF group algebra		thm:reduced	ledger	RE.04 RE.05b	The canonical map $\mathcal B\to E$ is injective (Section~\ref{sec:literal-presentation}), so $E$ contains an infinite Kazhdan group and is nonamenable.
307e84e9a688	415	A stably finite non-MF group algebra		thm:reduced	formalized	GroupApproximation.NuclearityAmenability.manuscriptNotAmenableOfBaseEmbeds	By Lance's theorem, nonamenability of a discrete group is equivalent to nonnuclearity of its reduced group $C^*$-algebra, so $\Cred(E)$ is not nuclear \cite{Lance}.
32df07b39328	415	A stably finite non-MF group algebra		thm:reduced	ledger	RE.05	In the direction used here, nuclearity is read as the completely positive approximation property: a discrete group whose reduced algebra has that property admits an invariant mean, and $E$ does not.
dec9af0cf629	415	A stably finite non-MF group algebra		thm:reduced	formalized	GroupApproximation.CStarExactness.reducedGroupCStar_not_nuclear	Since $\Cred(E)$ is nonnuclear, this example does not address the nuclear form of the Blackadar--Kirchberg problem, whether every stably finite separable nuclear $C^*$-algebra is quasidiagonal.
3f9969115e84	432	A stably finite non-MF group algebra		thm:reduced	ledger	MC.08b	The maximal algebra behaves differently: $\Cmax(E)$ is not stably finite and has no faithful tracial state.
5bf99c849152	432	A stably finite non-MF group algebra		thm:reduced	ledger	MC.07 MC.08 MC.08b	This holds for every group containing a property-\textup{(T)} subgroup properly conjugated into itself, and comes from a proper isometry built directly from the Kazhdan projection (Proposition~\ref{rem:maxinfinite}).
883dcd02d25b	441	A sofic example	mainthm	thm:Esofic	formalized	GroupApproximation.LiteralSoficAssembly.markedGroup_isSofic	The group $E$ of Definition~\ref{def:E} is sofic.
5cabe757b953	446	A sofic example		thm:Esofic	formalized	GroupApproximation.LiteralSoficAssembly.markedGroup_finitelyPresented_hyperlinear_nonMF	Hence $E$ is hyperlinear.
fcc2c5072efd	446	A sofic example		thm:Esofic	formalized	GroupApproximation.LiteralSoficAssembly.markedGroup_sofic_not_isLEF_unconditional GroupApproximation.LiteralSoficAssembly.markedGroup_finitelyPresented_sofic_nonMF	LEF groups are MF \cite{CDE} and $E$ is not MF (Theorem~\ref{paper-thm:A}), so $E$ is not LEF; a residually finite group is LEF, so $E$ is not residually finite either.
8d6278fa32a3	453	A sofic example		thm:Esofic	ledger	ES.06	Let $E_0$ be the kernel of the exponent sum in $t$.
91694d8313b4	453	A sofic example		thm:Esofic	ledger	ES.06	For every finite subset of $E_0$, the $T$-coordinates lie in a single level of the ascending chain and the lamp coordinates involve finitely many conjugates of $c$; the subgroup they generate embeds in a residually finite group.
d13612d7b66e	453	A sofic example		thm:Esofic	ledger	ES.06	Hence $E_0$ is LEF (Section~\ref{sec:Esofic}).
d59e5c729e8f	453	A sofic example		thm:Esofic	ledger	ES.01 ES.06 SO.15	Since $E$ is a split extension of $E_0$ by $\Z$, it is sofic by the Elek--Szab\'o amenable-extension theorem \cite{ElekSzabo}.
9aa30e2b88c6	453	A sofic example		thm:Esofic	ledger	ES.05	This extension does not preserve LEF: LEF groups are MF \cite{CDE}, so $E_0$ is LEF whereas $E$ is not.
fcb731851c81	463	A sofic example		thm:Esofic	ledger	SO.11	MF groups are not closed under extensions or quotients: a Clifford quotient of $E$ is a non-MF extension of an MF group by an MF group, and the MF group $F_8$ surjects onto $E$ (Section~\ref{sec:algebras-sofic}, Corollary~\ref{cor:quotclosure}).
6d4f01a97ec1	470	A hyperlinear non-MF trace			attribution	-	We use Shulman's terminology \cite{ShulmanTraces}.
6f99d07658c8	470	A hyperlinear non-MF trace			definition	GroupApproximation.manuscriptMFTraceGroupBridge	Hyperlinear and MF traces are defined by the same pointwise bounded, trace-correct matrix models, with the algebraic defects measured in normalized Hilbert--Schmidt norm and operator norm, respectively.
0354983bc66a	470	A hyperlinear non-MF trace			definition	GroupApproximation.manuscriptMFTraceGroupBridge	The approximating maps themselves need not be linear, positive, unital, or completely positive.
8195ebf3d78b	470	A hyperlinear non-MF trace			partial	GroupApproximation.ShulmanTrace.isHyperlinearTrace_of_isMFTrace	Every MF trace is hyperlinear; Shulman asks whether the converse holds.
d00272075250	480	A hyperlinear non-MF trace	lemma	lem:mftrace-group	formalized	GroupApproximation.manuscriptMFTraceGroupBridge	Let $G$ be a countable group and let $\tau_G$ be the canonical trace on $\Cmax(G)$, determined by $\tau_G(u_g)=1$ for $g=1$ and $\tau_G(u_g)=0$ otherwise.
354c280aeadb	480	A hyperlinear non-MF trace	lemma	lem:mftrace-group	formalized	GroupApproximation.manuscriptMFTraceGroupBridge	If $\tau_G$ is an MF trace, then $G$ is MF\@.
5b4334d08268	487	A hyperlinear non-MF trace	proof	lem:mftrace-group	ledger	TR.02	Let $\varphi_n\colon\Cmax(G)\to M_{k_n}(\C)$ witness that $\tau_G$ is MF and put $\mathcal Q=\prod_n M_{k_n}(\C)\big/\bigoplus_n M_{k_n}(\C)$, the quotient of the bounded product by the operator-norm $c_0$ ideal. Pointwise boundedness puts $(\varphi_n(a))_n$ in the bounded product for every $a$.
bf5bffb73991	487	A hyperlinear non-MF trace	proof	lem:mftrace-group	ledger	TR.02	The operator-norm defect conditions make $\Phi(a)=[(\varphi_n(a))_n]$ a $*$-homomorphism $\Phi\colon\Cmax(G)\to\mathcal Q$.
48c08ba55ff1	487	A hyperlinear non-MF trace	proof	lem:mftrace-group	ledger	TR.03	Set $p=\Phi(1)$, a projection with $\Phi(\Cmax(G))\subseteq p\mathcal Qp$.
8605e2157fd9	487	A hyperlinear non-MF trace	proof	lem:mftrace-group	ledger	TR.03	Then $\Theta(g)=\Phi(u_g)+(1-p)$ defines a homomorphism $\Theta\colon G\to\U(\mathcal Q)$.
60875561500a	487	A hyperlinear non-MF trace	proof	lem:mftrace-group	ledger	TR.03	We claim that $\Theta$ is injective.
e52d083a03a6	487	A hyperlinear non-MF trace	proof	lem:mftrace-group	ledger	TR.03	If $g\ne1$ and $\Theta(g)=1$, then $\Phi(u_g)=\Phi(1)$, so $\lVert\varphi_n(u_g)-\varphi_n(1)\rVert\to0$; the normalized trace is contractive for the operator norm, whereas trace-correctness gives $\operatorname{tr}_{k_n}(\varphi_n(u_g))\to0$ and $\operatorname{tr}_{k_n}(\varphi_n(1))\to1$, a contradiction.
c562c9605325	487	A hyperlinear non-MF trace	proof	lem:mftrace-group	ledger	TR.01 TR.03	Thus $G$ embeds in the unitary group of a norm matrix corona and is MF (Proposition~\ref{paper-prop:mf-equivalences}).
9681cd433d7f	507	A hyperlinear non-MF trace		lem:mftrace-group	attribution	-	Schafhauser \cite[Definition~1.1 and Proposition~2.2]{Schafhauser} uses a stronger notion of MF group and relates it to the canonical trace on $\Cred(G)$.
64689842512b	507	A hyperlinear non-MF trace		lem:mftrace-group	definition	GroupApproximation.manuscriptMFTraceGroupBridge	Here we use the Carri\'on--Dadarlat--Eckhardt notion and the canonical trace on $\Cmax(G)$, as in Lemma~\ref{lem:mftrace-group}.
f5a519f71b75	514	A hyperlinear non-MF trace	mainthm	thm:trace	formalized	GroupApproximation.manuscriptTraceSeparation	The canonical trace $\tau_E$ on $\Cmax(E)$ is hyperlinear but not MF\@.
de19a387c3d8	514	A hyperlinear non-MF trace	mainthm	thm:trace	formalized	GroupApproximation.manuscriptTraceSeparation	Consequently, there is a separable unital $C^*$-algebra carrying a hyperlinear non-MF trace.
737574cdccd1	514	A hyperlinear non-MF trace	mainthm	thm:trace	formalized	GroupApproximation.manuscriptTraceSeparation	In particular, this gives a negative answer to Shulman's question whether every hyperlinear trace is MF \cite{ShulmanTraces}.
3f59f74c245d	523	A hyperlinear non-MF trace	proof	thm:trace	ledger	TR.04	By Theorem~\ref{thm:Esofic}, $E$ is sofic.
460a92c3c90b	523	A hyperlinear non-MF trace	proof	thm:trace	ledger	TR.04	Let $\sigma_n\colon E\to\operatorname{Sym}(d_n)$ be a sofic approximation and $U_n(g)$ the associated permutation unitaries.
22e69d723461	523	A hyperlinear non-MF trace	proof	thm:trace	ledger	TR.05	For a free ultrafilter $\omega$, let
d33c344e7a3f	531	A hyperlinear non-MF trace	proof	thm:trace	ledger	TR.05	inside the bounded product, and write $\operatorname{tr}_\omega([(x_n)])=\lim_\omega\tr_{d_n}(x_n)$ for the induced trace on the tracial ultraproduct.
f5779ba904de	531	A hyperlinear non-MF trace	proof	thm:trace	ledger	TR.05	The classes $[(U_n(g))_n]$ define a homomorphism
3d23663db5b0	539	A hyperlinear non-MF trace	proof	thm:trace	ledger	TR.04 TR.05	Moreover, asymptotic freeness of the sofic approximation gives
170e23eebf24	543	A hyperlinear non-MF trace	proof	thm:trace	ledger	TR.04	because the normalized trace of a permutation matrix is the proportion of its fixed points.
c16191d5d93c	543	A hyperlinear non-MF trace	proof	thm:trace	ledger	TR.05	By the universal property of $\Cmax(E)$ this extends to a $*$-homomorphism $\pi$ with $\tau_E=\operatorname{tr}_\omega\circ\pi$, so $\tau_E$ is hyperlinear by Shulman's tracial-ultraproduct characterization \cite{ShulmanTraces}.
75d701d31e45	550	A hyperlinear non-MF trace	proof	thm:trace	ledger	TR.06	If $\tau_E$ were an MF trace, Lemma~\ref{lem:mftrace-group} would imply that $E$ is MF, contradicting Theorem~\ref{paper-thm:A}\@.
a4dcc8124e97	550	A hyperlinear non-MF trace	proof	thm:trace	ledger	TR.06	Separability of $\Cmax(E)$ follows from countability of $E$.
a8ff162be85c	557	Weighted asymptotic-commutant invariance		supp:transport-variants	formalized	GroupApproximation.TransportVariantsAnyUniverse.scaled_transport_both_anyUniverse GroupApproximation.ScaledKazhdanTransport.scaled_transport_both	Theorem~\ref{paper-thm:kazhdan-transport} holds with an arbitrary weight $\nu_n$ in place of the dimension.
4782486422dc	562	Weighted asymptotic-commutant invariance	theorem	thm:transport-variants	formalized	GroupApproximation.TransportVariantsAnyUniverse.scaled_transport_both_anyUniverse	Let $H$, $L$, and $t$ be as in Theorem~\ref{paper-thm:kazhdan-transport}, let $U_n\colon H\to\U(d_n)$ be an operator-norm asymptotic representation, let $(\nu_n)$ be nonnegative real weights, and let $x_n\in M_{d_n}(\C)$ be matrices for which there is $C$ with $\operatorname{Tr}(x_n^*x_n)\le C\,\nu_n$ for all $n$ and, for every $\ell\in L$ and every $\varepsilon>0$, eventually
fcef402c0d92	572	Weighted asymptotic-commutant invariance	theorem	thm:transport-variants	formalized	GroupApproximation.TransportVariantsAnyUniverse.scaled_transport_both_anyUniverse	Then $U_n(t)\,x_nU_n(t)^*$ and $U_n(t)^*\,x_nU_n(t)$ satisfy both conditions as well.
3bc32caacbe2	578	Weighted asymptotic-commutant invariance	proof	thm:transport-variants	ledger	TV.04	Equip the $n$th coordinate space with the inner product
63fd68b32197	586	Weighted asymptotic-commutant invariance	proof	thm:transport-variants	ledger	TV.04	If $\nu_n=0$, the bound $\operatorname{Tr}(x_n^*x_n)\le C\nu_n$ forces $x_n=0$, so choosing the ordinary Hilbert--Schmidt inner product on that coordinate does not affect the distinguished vector.
d09019098543	586	Weighted asymptotic-commutant invariance	proof	thm:transport-variants	ledger	TV.04	Conjugation by a unitary is unitary for every one of these inner products.
